,industry_detail,industry_code,industry_region,ACID,CCDD,CMSW,CRHW,ENRG,ETOX,EUTR,GHG,HAPS,HCAN,HNCN,HRSP,HTOX,JOBS,LAND,METL,MNRL,NNRG,OZON,PEST,RNRG,SMOG,VADD,WATR
199,Breakfast cereals,311230,US,390907.53740164463,3645854.7466853308,28574239.71484364,65538.26992235148,55242908.06181419,78811.00888267983,74612.42757504525,1124635619.8296437,38130.255734342754,0.009400764972705814,0.07125695199981691,611383.2788300668,0.08067757040524243,12163.990962465743,11740121.875708964,44.3338175780147,0.0,0.0,27.95667420033448,0.6747354542854489,55242908.06181419,12120059.468258603,4555992834.331466,24243273.527363457
200,"Sugar, candy, and chocolate",311300,US,24582976.54886091,11834957.543076457,92746858.31638359,292056.9149832317,19757649.225734845,6072908.048524669,1956317.7335824848,5042428127.488593,1271112.527915461,1.1033101031520696,2.8682354379138237,20165056.722453844,3.9737276779217385,70499.7855338014,26231485.991116267,11375.811661779395,0.0,0.0,82.00010521831591,0.2626538660569113,19757649.225734845,420475822.16225964,10198651072.70391,109102938.19550098
201,Frozen food,311410,US,1219628.0925382306,10522388.138063489,82470786.6171627,181491.63773530268,6754503.821811479,732773.1509122702,2236825.3939805874,1915217966.6773891,187070.45472261796,0.03492596166594084,2.5175505892582515,533324.0352907403,2.5525509900087386,76275.33730616981,42197071.441187456,345.23438070169357,0.0,0.0,20.571986531501498,0.11590917606349842,6754503.821811479,30414586.108062636,5957462836.42056,107142558.15390338
202,Fruit and vegetable preservation,311420,US,2996239.955064934,14638967.142337857,114726309.19338843,371702.33054505667,182452134.1775331,485860.33582118206,449164.8925980893,4984491829.229581,98593.72015613693,0.09439713780524181,1.3065228423562385,713556.0893979073,1.4011152547200545,90180.5466241324,52226055.01064601,1336.8555479906083,0.0,0.0,2804.0677680571393,0.14252186888173296,182452134.1775331,48435385.1557849,7754567611.632779,128163240.15401761
203,Fluid milk and butter,31151A,US,383299.3009782529,14154052.91708276,110928239.6081279,284789.8786210065,4905737.752226799,156072.58938288232,153529.673745106,1215949578.5249135,20227.659089567387,0.014343004346511059,0.02696021067155258,219371.84290924124,0.04133322596693291,56452.6783915627,36754927.58378669,93.60924172580117,0.0,0.0,17.975484534131063,0.11139097387889593,4905737.752226799,10341899.004811866,6459436653.883075,82002075.00315337
204,Cheese,311513,US,623618.3651270599,13578085.790318627,106413508.51544271,282433.0375209008,714433.8859975094,85384.86630903574,419593.66530387325,931153629.552982,24292.29881450677,0.012831949981278852,0.014079619585781666,298740.2435168377,0.026938566821023174,32129.635095781003,17427964.066298068,181.20468201357187,0.0,0.0,0.8859673778491819,0.008737900762545305,714433.8859975094,9608645.755440308,4126156656.217487,45074478.07799496
205,"Dry, condensed, and evaporated dairy",311514,US,409902.4046422629,6136681.559692367,48093138.58447631,216490.45047603277,8473808.210304921,170583.70266683062,271299.82090220705,920119281.99914,27390.043920974374,0.012789211238716921,0.02990028904922144,452159.5760140125,0.04271626349250117,18357.92765966806,11286843.82805227,72.71167859935733,0.0,0.0,8.19467998172809,0.10104983189830201,8473808.210304921,11074971.873941492,2458717671.392102,26859451.466952976
206,Ice cream and frozen desserts,311520,US,95073.98747217839,3826768.9207118265,29993077.2757963,139653.47655195298,13733.170718874444,59727.97926761563,11978.625212604773,399359900.0485145,1926.4634217713126,0.0035820721794693694,0.005253136349887087,19868.0082259951,0.008842371756106596,16552.29974507714,14275426.153750986,16.015359463171524,0.0,0.0,0.30041187852903667,0.0025041995236605363,13733.170718874444,1439707.38527532,3076814285.781539,37774453.72222094
207,Packaged meat (except poultry),31161A,US,5272615.790367376,56427544.09897554,446007143.5097622,1067214.4786763892,111142090.65819074,837617.3843204264,11645726.966460286,4590383458.9204,98808.44507884234,0.08563587242166704,0.6846862473886367,1390388.0239400687,0.7704965984075938,304262.44045476447,66265593.50886174,729.0962089837709,0.0,0.0,63.704832317668696,18.832896360076113,111142090.65819074,62945537.30803478,24144493839.365585,244529223.24135718
208,Packaged poultry,311615,US,1607598.3775057837,22098547.418534562,173357055.1806903,371717.8249609339,193216106.03740522,8173695.388891703,4704646.954659981,2300017731.5984416,11095.429401433164,0.019025722043269414,0.02410536211596854,226207.75250112664,0.04317106474367341,178654.2924194499,50813866.224263646,38.54640483245104,0.0,0.0,7.184838917212091,0.06632103536603075,193216106.03740522,14036866.584089005,10930046563.81822,217990632.73008758
209,Seafood,311700,US,1868743.8186515009,4304867.702195288,33737916.823375165,377449.47680957033,882342.4760496608,38163.077182544395,47628393.71159984,809642670.6366311,3392.6911181919445,0.01430819305373664,0.02056934324853285,133411.9690684271,0.03490801337097983,35073.7769809169,5910464.637488598,24.910711678483967,0.0,0.0,157.198118470089,1.5167041561968806e-05,882342.4760496608,54770844.08479591,2883344110.107298,44653207.52483798
210,Bread and other baked goods,311810,US,970250.1701158024,60507122.068793505,1040783010.8070416,615707.2304255756,11416015.530486858,1613733.512636939,418974.6889855365,1997883934.899865,59790.31755981127,0.03962381332336188,0.26615916758762304,166758.454022549,0.305860480427486,500842.0948961968,69765576.77733369,37.99491754384942,0.0,0.0,1036.1134246468914,8.689191592811765,11416015.530486858,50889628.258580424,23452897427.319283,202817787.3399748
211,"Cookies, crackers, pastas, and tortillas",3118A0,US,1307576.5257015636,8958659.204969363,70208734.31511247,147730.3231249357,9317380.574853111,174110.80171617208,76346.36485542037,1187861814.864349,41999.9797636548,0.015696066011098082,0.09320748360475835,286312.0980432487,0.1089363481187496,82157.62721799979,10411689.9273255,175.15433035625122,0.0,0.0,247.6917051748141,1.3937830771118125,9317380.574853111,19150245.022984166,8497857310.889696,70747822.92688017
212,Snack foods,311910,US,1679991.1519697346,10964835.345805865,86066024.19770385,226544.15897113158,54814393.02507216,372397.460600444,194589.7614633316,1660524214.059014,75438.2944794488,0.05064130475162556,0.6261036282218472,776246.5796196256,0.676850576648019,51740.74208124233,9974015.813962828,1336.753514361068,0.0,0.0,1973.8478486694078,0.8285072842551292,54814393.02507216,31938723.564991906,12494972182.238848,68451935.60061647
213,Coffee and tea,311920,US,410953.0732935353,3094769.116666019,24255416.328407306,63585.974690381736,0.0,236065.22189797283,42189.7649721575,266476898.9422325,20262.72771889802,0.09762674378085175,0.1424210318188099,186631.87462643516,0.24025599085023358,13456.568020912977,2060709.4983051314,32.98848925729695,0.0,0.0,15.94356401432215,0.0,0.0,10450804.987775292,1979981623.148528,16740505.430334521
214,Flavored drink concentrates,311930,US,343540.25307221175,4402597.217315148,34534481.50501248,1947800.3333075154,27070020.860725496,62934.0667044012,28355.335152524134,343583124.36584175,125900.58049949646,0.006422944605938136,0.03391897559755431,48639.43460722487,0.04035130233431322,30333.54054554079,7956949.282451477,38.83621673128329,0.0,0.0,24.65545811721295,0.4207130188707614,27070020.860725496,4447301.95933108,7146654702.445297,47332113.766368724
215,Seasonings and dressings,311940,US,6951997.112233883,5904942.434036959,46340276.476076804,810933.1337027194,122322828.65809178,1307580.0771146703,727785.7352804923,435582911.99063826,304373.92543818575,0.029142562573796243,0.13054137609046537,835895.3697687639,0.15974356925495137,34218.70517266031,6500925.813338521,1416.8256430632896,0.0,0.0,111.72608484533868,277.4606500388912,122322828.65809178,28337586.534367036,4101270609.57227,47498025.865193926
216,All other foods,311990,US,5483651.817604257,8382210.441230186,65710183.66678614,986414.5389319188,4111646946.3486323,2647437.3582094302,1395330.8718245223,971386082.879403,259601.52499355588,0.10116330043672896,1.943239029427086,2024153.3953722045,2.04460179298303,48651.711392979516,9090423.806114348,1267.6635078883826,0.0,0.0,1869.2107663753254,205.59082367898068,4111646946.3486323,26653216.71627928,5002680313.53789,80963688.41167922
217,"Soft drinks, bottled water, and ice",312110,US,243435.39968563497,11197006.122836297,87781226.55256547,1240943.8999645426,3069808.826702613,94406.21103851989,33438.362958875194,1149198270.4803214,8455.261191622203,0.02144750339438218,0.0361175397279636,59161.05758621032,0.057609290011360705,100210.86542247375,51821771.53356362,26.50220415347905,0.0,0.0,58.75994047038169,0.0720175693131845,3069808.826702613,8075991.4296774855,11093357090.70703,173831472.94794035
218,Breweries and beer,312120,US,6229438.431284576,6826956.525706005,53499241.829831704,7795494.197330529,86923623.71272485,2445550.815097768,337191.515795805,877080897.6624719,162960.66061985778,0.07475863772013978,0.11796781667202683,658699.76866891,0.1928858799236275,39866.37415003485,15386674.449322939,342.33080885375875,0.0,0.0,440.17301765896934,0.0,86923623.71272485,59871965.43651947,12663610754.76365,64977766.73399418
219,Wineries and wine,312130,US,86437.83656660767,3216635.7552202786,25210615.386624567,84404.01404093025,0.0,23667.17976252135,881432.8359161891,178531263.9156779,3617.707258190627,0.005736783198374385,0.03913494065087905,35880.58274744045,0.044883721843055974,30507.511608491088,13316189.844755154,32.043903790329814,0.0,0.0,0.39651290782258275,0.0,0.0,16791070.60652164,4511960588.708331,56674369.26901257
220,Distilleries and spirits,312140,US,4957299.206641113,2840581.6715633944,22507973.863423973,86724525.8814469,47053.58861766564,3494729.4113217075,1127507.680083452,731183673.6816288,162150.5599744995,0.12801122304779122,4.486154899720214,741155.2314939897,4.614391425488551,12638.625147127848,6215040.714827285,908.4338354327169,0.0,0.0,1536.6926310096558,52.0421832946595,47053.58861766564,133584652.02578707,7758757104.900088,26315474.294563677
221,Tobacco products,312200,US,2192523.1221890813,18059002.4516488,141876230.14293578,615610.2636941025,636055.0229751298,17392645.185154967,114191.6473476843,551138516.7709205,143383.661951071,0.050637619768951064,0.33060614629250884,213763.96593629944,0.3813499806327581,19205.655710376006,11447780.608468218,630.2941028056554,0.0,0.0,1.1853593845243928,0.2113757832696817,636055.0229751298,30646338.306941286,55394292739.51249,47310335.16825426
222,"Fiber, yarn, and thread",313100,US,102609.12598655181,2924875.479906082,27505665.064105414,97322.42769952117,4989.900943994438,24890.083773724742,13928.293123175225,176907114.62574738,23465.766677946827,0.005297619101874878,0.009497850846457948,33588.02411186285,0.014806320426718459,19366.619340155405,15157641.048068628,9.716948371294476,0.0,0.0,0.4138148193731317,0.2649504926014746,4989.900943994438,2906220.024073439,1321610068.1566339,5819460.936329655
223,Fabric,313200,US,1122772.5725236966,7306610.616870788,68710033.44526419,403446.0959832701,2057092082.4811013,603777.9375631019,250402.7802737261,1001664611.8800222,225341.00435068682,0.18398920861356688,0.3043102836443365,212478.57631328932,0.4886794382614855,56671.67329929034,37606583.20567038,310.8906711982957,0.0,0.0,43.47579737084037,19.0134218514769,2057092082.4811013,28351410.347515203,5340336169.044431,21151685.664819423
224,Finished and coated fabric,313300,US,2963008.1788695953,5555037.50930881,52203806.62244547,4482584.29537608,102486427.37339188,1147477.2270909841,1758161.0122886822,1230017186.9321234,1486151.3709313488,0.17915861924551812,0.5770460173164231,547835.9309226943,0.7565568137798472,52234.7048847474,35931882.94654465,2443.1845326749626,0.0,0.0,179.32260846341197,45.471116235836064,102486427.37339188,60549223.264588766,4110760266.7169747,26415974.78382351
225,Carpets and rugs,314110,US,1840912.8811395708,9224961.345450498,86759275.83397663,291148.67936938757,310524.474849001,209075.68240533007,324032.52158289263,796861812.1919446,24750.502073234562,0.02275856011148415,0.03330410470080895,281917.6463829771,0.05610988538743415,50261.030871494026,34481461.96813937,718.4751804357558,0.0,0.0,1.4334446004550097,0.37015179664995934,310524.474849001,28987905.798216734,4007123911.650166,19836240.183585912
226,Curtains and linens,314120,US,94789.85438611647,3777739.5817901413,35526932.776096754,134643.75850568793,268321149.85684764,72789.02190692489,25977.09337175765,184236430.9086994,101549.61026918422,0.015530190785539787,0.05602910736672758,16855.17557028652,0.07159387745099782,34587.08436344529,17385931.346341647,48.68380390608653,0.0,0.0,724.9023833720095,1.3599665716268197,268321149.85684764,3582968.0018544504,2510159736.1816125,6131052.648861449
227,Other textiles,314900,US,297709.2015709147,6840165.360965075,64323800.02257028,1597665.5605509845,68134068.58234319,2002686.9151313012,31574.089877859868,284722518.82845616,1360547.0492558556,0.07307963224149226,0.2961783332181298,50822.943473659194,0.36941151301948316,63106.39913221345,28401214.406367626,558.4201632230519,0.0,0.0,99.3861290434533,23.724890122885384,68134068.58234319,22738676.990495067,4632401812.8366165,11215686.103385922
228,Clothing,315000,US,185873.7530204844,14919944.582128251,139785398.90348667,580212.9469853757,1612710.6238120007,123162.25076163166,44563.034558693005,207801205.5652518,73586.93913292626,0.017225136213155297,0.08171868557349857,22925.907928841374,0.09898058889625427,124138.72263521027,39959293.17828194,1041.1842614382474,0.0,0.0,4.836864257718953,0.7544034750385983,1612710.6238120007,6140336.581802829,7934651993.545249,24626281.367666814
229,Leather,316000,US,95256.0170144616,3050779.878655517,28616185.40883918,142170.6293952802,175611.19284750626,43949.89246678003,176317.92667955183,59791326.142265245,71893.59890083673,0.0017658762136804173,0.014470800026573286,43514.798119046834,0.01623807007607765,23668.268309754683,6112925.063539755,598.8729259322726,0.0,0.0,80.22159528329104,0.0017074878104669617,175611.19284750626,3575395.1480000163,1262364013.725775,4735640.324886781
230,Wood pulp,322110,US,59018984.47778348,2011743.313672228,18920672.290107258,173011.8666730866,717528737229.0022,53381185.13527983,8088240.32950781,4067452452.7452435,14033693.805689618,3.4782633113657155,42.23961520729691,10205236.846027534,45.72380439883217,9495.044062316128,14186608.110657351,30900.20245108494,0.0,0.0,6516.025778913873,597.0271833500346,717528737229.0022,1047196453.5004689,2517846833.9616346,218336960.9370449
231,Paper,322120,US,207142935.48013034,13561753.937986044,127516142.41923758,5461661.554559444,1225600995361.9404,162223198.34614405,41075894.81668761,36744313972.59112,26371355.678761266,6.574264282935725,103.03128354131749,27416902.698907636,109.61630765347029,82627.31127878904,90217898.93204324,58265.239566814394,0.0,0.0,17058.95991316745,1393.5337988575961,1225600995361.9404,2391079989.973677,19236785883.266743,1759642994.0348294
232,Cardboard,322130,US,71625316.04335289,7315635.306868073,68790521.21383908,300750.552406845,666630892360.1418,59425144.039728455,38573549.193676785,18078619530.13206,15784075.71441293,3.503941108848758,73.10759581172164,11918251.85056168,76.61800270801358,32386.009640664306,35415018.66800315,43737.80224216929,0.0,0.0,6368.723125929398,1673.2618793353772,666630892360.1418,1229769241.7170296,9997710323.678532,638083721.3146137
233,Cardboard containers,322210,US,1247038.5626271015,14639315.822744345,137696958.84997264,996816.2571247926,122996207311.96535,1101363.4556910256,193079.05311303103,2835333162.95849,1163190.0535542078,0.2564810330290589,1.361570132859895,365938.998765289,1.6185338048993265,148108.64640999338,60646985.84379405,470.79634614450873,0.0,0.0,395.0482140187554,3.552504031882851,122996207311.96535,59551751.542693615,14776325252.416386,2079877850.2318172
234,Paper bags and coated paper,322220,US,4272113.680367529,6128275.3545308765,57508426.50134004,7634713.431139122,11917172054.55589,4694595.387140364,695307.0477454239,1702907257.6880763,3105931.927219641,0.6765435583308211,2.3759004943884836,651207.6682648144,3.053861827777416,59987.91328779791,28104705.117330484,2572.315825254236,0.0,0.0,458.70902124738853,30.543528671564548,11917172054.55589,102066388.83737402,7671653581.14927,908744946.7819426
235,Stationery,322230,US,91012.12293442001,2394648.1954505984,22504136.1094565,594616.9919421625,566004.4245450274,102089.41219461538,13567.659802830407,141104891.5462184,205313.68088417337,0.01589099251473655,0.038484357790389875,12613.39789691082,0.05440794415065577,26290.84918258256,13806000.956181655,525.4628916404603,0.0,0.0,133.8062440599646,0.09334415768852038,566004.4245450274,5657750.0189954275,3454223529.7100463,441303753.19095844
236,"Sanitary paper (tissues, napkins, diapers, etc.)",322291,US,25159391.666688424,3185706.804968886,29959078.950331915,1550120.1693631075,138506465594.36325,18660007.31341405,4803164.987737322,4467808897.450022,3093960.8159933626,0.7526778125677133,11.638659697495136,3340326.5304681314,12.392582055864237,28170.352050390964,18727792.187078148,6677.571011623033,0.0,0.0,2007.4800213561064,167.87997251504035,138506465594.36325,304210726.0613413,5382618474.987465,496652300.48556113
237,All other converted paper products,322299,US,610703.5181472753,1481377.9772291554,13901384.449969169,834310.9671649906,174888551.95320457,370423.17883302865,54309.7207156897,362396827.93005115,157014.81504916697,0.12045109845697008,0.0745020264055781,213402.32368627063,0.1952117520396348,13707.632343373722,6674257.658810709,267.84968755917816,0.0,0.0,38.80322208650209,0.80708359781596,174888551.95320457,13532087.773392608,2013797134.510474,231760090.42851758
238,"Books, newspapers, magazines, and other print media",323110,US,3802587.0514262556,52553180.678595714,503645574.80860335,16437805.173467496,273034134.35252964,2072056.015733496,486882.4522295703,7165184126.851547,3366049.843345346,0.40323430047943576,0.9721746435981695,461874.3722074641,1.376256932011241,426142.84885600494,131557150.38599853,2619.048269748196,0.0,0.0,906.2681953765418,1.169547709604265,273034134.35252964,204493447.37762663,35051633613.12467,93714641.40443648
239,Printing support,323120,US,170917.72125879955,4999388.533727428,47019495.21877698,3803598.4373264876,0.0,179001.71058500788,21055.10424527504,272350170.89966893,94742.27167754725,0.013101874859743708,0.027568730480624883,16615.234229334754,0.04069822001425684,52846.21652684346,19620398.000086877,112.21432711650468,0.0,0.0,24.340812789120186,0.009272588634524601,0.0,8356670.408457807,4076206503.333901,9226662.93536889
240,"Gasoline, fuels, and by-products of petroleum refining",324110,US,176040398.12731096,11863693.36034921,115460249.2152573,3644260348.178308,3057004371535.6333,1324837410.1954553,38194880.801172026,161578555914.18332,16050913.827210383,22.493058514241653,125.84710001726047,27491592.837747943,148.38635789795987,82858.40642429815,16309602149.978443,127631.65193914683,6466039.904810513,3057004371535.6333,1096.1992819810418,2448.5927072555064,0.0,5242487273.136737,215847392947.81897,3633790160.811258
241,Asphalt pavement,324121,US,11642058.342326706,294295.419067932,2911217.137104378,2471218.364344553,0.0,5998674.57896516,1195105.6191136597,8149941813.552518,449016.3099670775,2.1846484087641356,1.4272584756428532,2944501.2133503635,3.616547708108232,8679.637059659539,9377128.498178827,8741.194405636305,25671759279.768936,0.0,161.73765498188453,22.472822243564725,0.0,329405848.01610816,6649481921.962026,411477914.109441
242,Asphalt shingles,324122,US,4201268.726686183,177927.8569453529,1675826.5044297762,162868.37003615033,0.0,1520341.1224402403,2226279.7948867986,5908101126.511157,329026.35159613786,0.6152232680167576,0.6692547502220025,991279.8021753131,1.285759623371191,7501.778364276908,1577538.3360762985,579.1852304156843,0.0,0.0,4.946154117682627,0.24380902046658717,0.0,128208859.18179265,4423638283.837352,374404628.01675266
243,Other petroleum and coal products,324190,US,67365466.5822941,458447.9233635108,4311714.025955573,73194774.72253023,577273.6687062331,65017131.212783344,1835621.222419903,5837230347.500942,1425504.7614263745,0.4641550161219851,1.8233619203517264,7434111.857318103,2.288478104837997,8729.31911916066,2536009.529971375,26362.82488324327,13643211.781874506,0.0,505.356713193306,273.0032644739324,577273.6687062331,324564719.43065614,12215905126.700811,376908539.5202245
244,Petrochemicals,325110,US,49638005.80550067,10409107.19970991,97906335.1328152,1039767237.3524396,0.0,172585489.70403272,15003825.145714559,26293711761.523823,6834519.356619731,3.8401835465579666,11.407673821867338,10914373.335158909,15.25475691891115,34871.54565336919,10282635.256762711,12445.11574418579,0.0,0.0,13273.12378585175,31121.172994171295,0.0,1467794560.853269,29341821372.82749,363340940.4375934
245,Compressed Gases,325120,US,6776841.532686336,1317829.4091937323,12412345.761669239,47437878.99675821,15348949599.355974,2359472.6953774528,5743445.437650099,13425311859.106527,398787.429667813,0.6761788857610309,1.7979383297766915,1086102.960326339,2.4751091506257676,18663.537735226015,88181617.13890447,9831.046129933306,0.0,15223921033.988367,124819.8366923426,174.55050174528685,125028565.36760768,134120626.5556662,5981954304.46837,118330541.32618636
246,Synthetic dyes and pigments,325130,US,11661353.858673666,1158497.2132969138,10896032.514947519,1558703499.948511,1239554.9500982533,8821780.050296536,1698567.8745659257,6890038981.386488,4605624.367206512,0.38064114095289375,1.927533199084857,2187453.32466315,2.3087804118755715,12895.856080769105,2799269.265956825,51267.40281205689,0.0,0.0,2930.0047608101913,26620.268754891047,1239554.9500982533,174117724.41561493,3353778471.072626,58704340.59705289
247,Other basic inorganic chemicals,325180,US,128874374.33436725,4598246.1618902655,44280427.514039814,4985387613.865172,10495364.116944723,114860973.02008267,75408161.17484458,24452992988.345364,2801412.311992616,1.9874744333381866,21.341138997251562,17191236.54645646,23.330402903618463,45019.52401327471,165077140.4566356,59225.964286417555,9935494600.903305,0.0,59987.20011587693,1933.443883186206,10495364.116944723,1043434605.3463628,17712967175.898098,282272978.3072826
248,Other basic organic chemicals,325190,US,82460300.39943509,14739772.226700116,137274789.83633205,6740562318.671123,17036216523.63979,248653486.26032394,22380843.72383231,49713827380.769966,7495682.202430234,3.6805604820704017,67.13498325284696,13820965.017636085,70.82035590340257,49132.832500074444,87673455.05970512,22340.5786511385,0.0,9335189515.751114,122040.72244293785,9058.115963648534,7701027007.888674,1438423180.529879,22032431140.82029,646791473.7882931
249,Plastics,325211,US,29224184.19898131,12729300.981743373,119707156.08039525,613708422.5434313,53987615.48065152,166955004.75359678,10148462.805345118,28091047825.556164,7216678.373759523,3.454602867096837,30.48099101829184,5034661.2676122105,33.93971665441716,70017.03754649383,52795865.12530521,5164.780051285485,0.0,0.0,44834.755325805774,14461.238308140404,53987615.48065152,689963256.9627913,22816103790.329815,344033339.58870775
250,Synthetic rubber and artificial and synthetic fibers,3252A0,US,16130815.31478508,4939273.11464288,46085170.08644934,185868493.848047,81531.52838276287,24857268.89727267,3149422.2398733227,8160732074.303179,4825653.690236239,1.2424823432827887,31.771541565605254,2116203.3451547706,33.015009216543426,46160.048985632704,30530578.445950855,5296.057307384489,0.0,0.0,254304.72496968365,4879.425857006625,81531.52838276287,315580459.9260677,6253241157.089036,127797047.7128802
251,Fertilizers,325310,US,74019774.16436309,2567890.628312381,24196207.56701203,71744415.39468348,41498812696.78512,49973152.31311625,15869644.676617134,32587478419.81195,1637083.6124375905,0.7803258709699489,3.2935981108795493,6229754.605410921,4.075388416337937,16673.353965721933,226016345.32558855,4522.775091513015,0.0,41498812696.78512,970.5350871312385,1988.158469566969,0.0,508675289.76692325,7472219540.372654,54236057.47185195
252,Pesticides,325320,US,8936868.18726599,1838852.880162544,17294538.71464377,218722772.69314328,4136425.1934030205,1896705261.0747235,3601563.2238445287,1781162160.845882,896724.6636575877,0.6472145088850074,1.9994811139129023,1007010.6044466787,2.6476644000125504,14447.823556588648,2516908.464003468,4124.9342271074875,0.0,0.0,6340.218754250163,57424.88585678549,4136425.1934030205,112580395.96518064,8766291548.149359,76692493.02986558
253,Medicinal and botanical ingredients,325411,US,2623948.4573760973,1842477.8759400956,17314601.406422686,88895001.59800194,1966920.74214352,9390355.564992229,857853.7722386317,1023102065.5519512,170144.31057051625,0.05312026646838064,0.3829402950245746,240345.95869662327,0.43613109082388113,18500.496376877163,8806453.078085447,236.06467306033255,0.0,0.0,542.8639387281355,162.51365883227948,1966920.74214352,35741805.40026388,8913300743.685873,170131316.26442772
254,"Pharmaceutical products (pills, powders, solutions, etc.)",325412,US,5588854.983770959,22618135.998154752,212423398.8131204,144008596.93021482,494872213.3358698,1891576.551759796,1602514.798555548,2311236581.864781,318850.0544472326,0.08934094511986601,0.22816740417170056,683623.6874197472,0.31762857254740223,220834.7620828108,122956173.40478174,1177.1337502392157,0.0,0.0,2602.5869258573566,951.4696335459723,494872213.3358698,120482625.28032802,119994880760.76591,1592637022.3368568
255,"Blood sugar, pregnancy, and other diagnostic test kits",325413,US,89111.15004426031,1450624.2580847645,13359776.846237162,1902252.112006262,2029517.2965471267,54114.682389602225,11463.06629461188,173852598.53791633,17948.351325917418,0.019088084438784767,0.020645369031219916,10770.944209926458,0.039770966082690165,15859.876475307645,6081978.244288512,8.362883081675486,0.0,0.0,14.970891241378528,10.199712405911354,2029517.2965471267,2989927.9990001037,7131055991.764226,104701205.87229581
256,Vaccines and other biological medical products,325414,US,663505.8973958232,2914297.4321815292,27406703.872301426,4123154.798456328,4392487.165594766,133914.44087292318,5868512.01284454,792180616.316333,34974.54850474009,0.048258922515193585,0.055445203375741624,76401.88331582292,0.10380268069412311,20699.03329413452,8578676.273609193,83.46417889991064,0.0,0.0,391.1093661936454,21.97420450911096,4392487.165594766,12946233.031475253,17728125667.354393,158176981.899486
257,Paints and coatings,325510,US,1183174.8089458891,3152454.8715327773,29620995.141928025,67259826.5187533,4078920.4553792863,4844038.836039141,314885.88591516594,2489126192.334708,129330530.12408435,0.9984887641412197,12.062143290643139,290648.34007021645,13.06253543067116,37097.045867150155,5194689.306548423,5816.941164828529,0.0,0.0,15613.347680495835,380.05627717151253,4078920.4553792863,1489539005.533831,9525450878.255177,127913045.51037231
258,Adhesives,325520,US,1567003.8953378028,1554345.0906205617,14469449.227236252,16171851.483727314,2290478.9774151994,1587694.528714179,338155.7276521824,3494351706.330588,590794.3856849769,0.2691222331838165,0.4916171836502039,195065.2139057062,0.7612823229969525,19544.70933314848,2872600.8995712623,806.0888809958957,0.0,0.0,167.2170773226522,153.34801860684524,2290478.9774151994,59442806.55466178,4021942247.9234977,71241845.14586736
259,Soap and cleaning compounds,325610,US,13446689.79148848,6996074.523063624,65742614.27436595,134477867.25042892,10343479.565134063,11108423.058344113,1630307.0469697695,11164899827.723219,1008067.8561891313,0.3148588851615316,1.9066820934231634,2391321.76314189,2.22213448492037,71468.55864421399,9620767.509798037,5357.508908654294,0.0,0.0,3025.627703767852,1350.5786812776494,10343479.565134063,292884416.05834705,32912847687.13679,219718648.5822528
260,Toiletries,325620,US,1188367.3230726644,5179419.060037972,48640781.61553083,4923924.972514903,12242903.086289726,710334.1904793957,124674.44825752577,2126994028.7311664,52976.309956650824,0.06413675562662456,0.12888134910173976,191529.8287098016,0.19315245428892844,53369.76228950385,7608200.699315737,375.77911529113004,0.0,0.0,34.19795806767658,120.52056209535769,12242903.086289726,32324199.070086807,25017465953.36313,178960610.48310727
261,Ink and ink cartridges,325910,US,564508.6896955969,672725.6928097791,6309653.007246008,4570329.389439149,1638759.2056862824,598952.65595577,78809.6095978317,1074730738.0144563,96409.07481197722,0.06063055875032646,0.1071346844276818,63155.60140446418,0.167893744379641,8602.80321611953,1389705.3809016047,64.99102144303765,0.0,0.0,7.943193885016622,82.89513274957733,1638759.2056862824,22549060.638606697,2140720708.0489304,33396418.71640621
262,"Chemicals (except basic chemicals, agrichemicals, polymers, paints, pharmaceuticals,soaps, cleaning compounds)",3259A0,US,37969158.00578186,5380429.027371068,50486297.15842758,183131452.51092058,1378598896.6131873,78987820.79427199,12092779.996581322,5946089801.711909,3185325.8744620043,1.3761221584466576,5.238705916022154,5807462.703792011,6.617215421722507,72917.74730651414,27109596.12794237,21429.175937077,0.0,0.0,2709.1048044774907,56161.17812347278,1378598896.6131873,375704465.6472521,15509519078.90725,292570954.39396906
263,"Plastic bags, films, and sheets",326110,US,2394886.3236098895,14885430.53877167,139884976.07356632,40144824.22115512,3003863.544625174,6408199.557517616,4554386.982275188,2124236601.9314537,1194712.6005830856,0.37795776474770126,1.512193924149199,539521.4212035076,1.8905100211202848,94048.08938637521,45421538.21838898,1422.4891270329445,0.0,0.0,1147.7845544698516,514.437009515691,3003863.544625174,82885036.66711375,12613068047.223467,56942226.478372134
264,"Plastic pipe, fittings, and sausage casings",326120,US,1311234.394812943,5929294.144171437,55741320.791434295,934075.7732880019,804036.0176627542,2781531.49144268,61301.295885122054,315708710.02849716,2910098.110802297,0.7097288561623989,48.43287011489112,196201.28463549606,49.14267253367151,56959.10731779198,32153006.98233273,341.42468546250154,0.0,0.0,208.4061255618934,15.92615977005545,804036.0176627542,28802074.62220784,5427692954.560361,17496689.145143323
265,Laminated plastic plates and shapes,326130,US,239326.21727620685,1537794.2568067103,14463625.523857798,1925675.2245804213,77970.20798875488,5044493.237423208,38894.24388396734,249172508.24160224,986355.55371758,0.3233153670207709,0.3075821076806627,103388.42421219165,0.6313320936715012,17633.262422072257,10366059.182660868,77.43309001873969,0.0,0.0,1.5450068609081689,9.156501348423008,77970.20798875488,15070692.503126621,1780424700.9749947,6059924.534330119
