,industry_detail,industry_code,industry_region,ACID,CCDD,CMSW,CRHW,ENRG,ETOX,EUTR,GHG,HAPS,HCAN,HNCN,HRSP,HTOX,JOBS,LAND,METL,MNRL,NNRG,OZON,PEST,RNRG,SMOG,VADD,WATR
66,Metal structural products,332310,US,553551.0898176217,23632742.86265022,222077687.15088677,20634094.241298757,97459613.9224338,1330593.8592454232,62776.50108259887,915971788.1856006,2883569.7239712044,0.11866282163530505,0.8151862193512147,687445.4213505399,0.9341468069790607,207434.05987502306,91958190.6098795,60844.79723509344,0.0,0.0,1210.7987284955552,7.722716611801474,97459613.9224338,58539120.99537984,16250636814.93654,34969156.08668319
67,"Metal windows, doors, and architectural products",332320,US,573133.0156921668,22816272.41190432,214490388.62719357,15948948.657139996,9506007.727213647,729345.499440248,73668.68948688866,1148590427.6089563,2531355.234553305,0.11429498362233387,0.964614571732232,276051.4156773651,1.0790672330311193,207248.31555831598,94967026.05325487,10324.626597242634,0.0,0.0,1175.7005131669814,2.5769947943670055,9506007.727213647,50394016.11980791,15776039693.904762,41142907.534887604
68,Power boilers and heat exchangers,332410,US,39630.512687191636,3081012.6774633704,28977143.279033113,590936.2427929487,0.0,41750.0759560851,5418.507865914273,79245454.94634955,292626.8264415825,0.004436467758958055,0.028723715828114907,35344.24806659838,0.03316773384234042,22966.324662671122,9885041.455807349,1367.4298036243015,0.0,0.0,46.49086974579778,0.0,0.0,4917540.308832875,2657195234.9295487,2996940.871387334
69,Heavy gauge metal tanks,332420,US,40051.879582286565,4577951.073104913,43053976.88079796,689438.1855117751,247097.32532578244,51509.83546535654,5025.959291038193,204758498.22933063,511010.69220374717,0.042111287823813064,0.19804824289880704,53674.935748609816,0.24018036240466348,27320.57219639783,16876355.693801366,11938.10023388716,0.0,0.0,70.89475356901801,0.5837091534110935,247097.32532578244,7993825.879044756,3523878799.03177,7906881.299740769
70,"Light gauge metal cans, boxes, and containers",332430,US,511542.8731332432,9511097.176348787,89447729.06143124,3981646.559834026,5300872.720233886,5356590.030236081,74965.06453096372,654525674.4653888,16332510.06556616,1.1673664678134947,0.7729962709853859,153698.86278491156,1.9429106852146385,42996.29129715826,18874168.77221893,2218.780391255564,0.0,0.0,1087.312107324036,0.00010295442228035144,5300872.720233886,197558950.90820336,4777554149.229487,13434861.800156781
71,"Metal hinges, keys, lock, and other hardware",332500,US,60477.67217492637,4714910.597012827,44305650.71131778,1799972.851876377,675350.5419150369,570088.2910245697,8217.096473705813,248092585.37228063,455646.2361532756,0.010167407258241277,0.0640573012365878,34595.115432514445,0.07425173727189523,30667.25889212598,17085276.1893524,1064.21532703916,0.0,0.0,352.8773707727364,0.26071508641674224,675350.5419150369,7673281.186020215,3725521506.8467484,11426543.99505891
72,Springs and wires,332600,US,147398.29975387268,3684073.1831367514,34648769.01323036,4180461.1164372656,103524.17046877659,807871.8598550138,3094168.275767083,291498189.3851225,379942.16588997684,0.011536935014863544,0.08183029520052139,85571.94379397389,0.09340258149765142,36537.94251839174,15455125.721811665,2460.964871283613,0.0,0.0,889.6653933336955,0.424688060149425,103524.17046877659,8897491.333284557,2978914372.3994937,10322755.020968214
73,Machine shops,332710,US,250873.92569439305,19375135.142887082,182993370.32052207,3382571.984044697,803976.8326963686,403487.4393433119,63063.04450506385,858102548.1675795,1719542.6672393116,0.1204512715994536,0.7198459626617134,105657.257199624,0.840554318135122,258653.15274120544,98922852.48080172,7140.276822207084,0.0,0.0,328.55004262473517,2.163022519077553,803976.8326963686,27217699.339111183,19420355834.96435,48594999.08605363
74,"Screws, nuts, and bolts",332720,US,134837.5640061755,13171596.16066434,123865269.4954717,7089021.348452264,1014565.2792511804,206983.21192142527,16339.967849149041,473812767.8787224,1365418.1557410203,0.02038194532752437,0.1489117817990313,64296.6734457113,0.16930539259266242,92309.49604435884,36388511.62162003,1225.6237575166508,0.0,0.0,199.09269552440338,0.48266226230818704,1014565.2792511804,18000574.639695734,12672375659.17377,21572187.820897777
75,"Metal coatings, engravings, and heat treatments",332800,US,2395126.162382243,14618471.158362262,137485685.65696964,230480810.87396386,5857.727783817146,10565369.795893803,847831.5346315479,3254798059.913028,2727661.4688109676,0.3678980859698225,2.8496991095632147,1141273.7202648688,3.218443460772263,144437.12343658716,51056026.690724775,177266.25057430431,0.0,0.0,633.9157900342728,0.054743452956829954,5857.727783817146,102444471.7594256,12875935338.689823,57719957.323814414
76,Valve and fittings (except for plumbing),33291A,US,105935.54548050111,12349243.329616062,115749168.71141608,5303060.368274838,696002.9365475513,98720.74870632427,11337.701744307853,307781269.45232785,1061502.3566964788,0.013014790091253538,0.18409765587488602,86643.04903215914,0.19713942856453404,67578.07107339226,33151856.239287462,8433.42837555125,0.0,0.0,223.8626532875734,0.5254706981040137,696002.9365475513,14177555.415549077,11055809262.775259,19645713.193660963
77,"Metal plumbing drains, faucets, valves, and other fittings",332913,US,19019.38624548499,2263045.5403751535,21283766.059766784,1746809.6810160314,17560.718727044987,128495.63992499553,2211.2691954990873,52789508.42065813,209769.37249198515,0.005147966378717036,0.02736918674775545,8245.935109490694,0.03252188648047581,8610.001053899876,5703826.420097169,627.3505311929833,0.0,0.0,47.097143815901966,0.07244832437599708,17560.718727044987,2959979.044382328,1954596230.7159343,3806044.059458482
78,Ball and roller bearings,332991,US,92334.31137169113,3964316.520607906,37281413.62792588,1036809.5132627739,9730.036178196837,194862.23432971214,71534.0693695338,309786756.3164065,352087.7432182697,0.011877804697510437,0.03815578540556923,68219.36329856083,0.05005727615547275,28385.973313251925,14202137.715444796,1247.2709827238991,0.0,0.0,57.99500223499186,0.0,9730.036178196837,7578817.71574321,4016087727.202654,5565797.810438352
79,"Ammunition, arms, ordnance, and related accessories",33299A,US,528656.7992170848,5086449.491628485,47836444.909396745,8035875.93125302,263335.9645681146,1071217.0888544656,164409.16162492023,117877888.32563005,567547.5739282918,0.014036197866750512,0.06766593242047174,169268.54247103314,0.08176468373114948,38785.91726197037,16709177.292863475,33096.12085140519,0.0,0.0,88.87455729158837,10.47288205489532,263335.9645681146,11403393.071527153,5398057099.124638,6376565.958188961
80,Fabricated pipe and pipe fittings,332996,US,274978.51612950955,4006491.6750798826,37541284.99560792,679302.5796859786,88992.69213126796,68042.15034768474,30925.600478167235,160682319.8958483,966439.8502157122,0.020705910037909555,0.09920793023363404,117405.72298526789,0.11996511894522041,23912.1638136648,13412702.458813664,18009.82877088266,0.0,0.0,298.2162221609188,0.6949318535125885,88992.69213126796,18810429.5357293,3433723845.333845,7416846.532494362
81,"Metal pipe fittings, ball and roller bearings, industrial patterns, metal bath fixtures, other misc. fabricated metals",33299B,US,665116.5784654946,9911985.239305267,93178527.85046235,4149845.0253667394,2330891.6679615886,872888.3719901429,86821.53198341928,520932473.29155684,1454120.8278121331,0.08494842605322905,0.3700643933737306,584828.069324805,0.45516709792456805,64430.43516420479,39794734.22379221,17579.030774075443,0.0,0.0,675.7209613257794,0.8847704884578218,2330891.6679615886,45724969.779495835,7914053522.427693,34161898.1827835
82,Farm machinery and equipment,333111,US,924082.4504138345,8186943.48253438,77210556.21835785,10885525.743396182,28024.88600445949,1285482.3629512957,40693.465013878005,200808313.25064388,592770.1746619336,0.03473367631587923,0.0662632064049188,145984.20645145513,0.10106849751875117,46708.14334076582,15616688.079279896,8295.595417088565,0.0,0.0,118.60783994391447,0.11934074341315434,28024.88600445949,18073680.696139257,9377769680.908985,7837458.782322357
83,Lawn and garden equipment,333112,US,54935.64663713946,2765145.316552435,26000777.619837295,261900.06359876943,490558.1120028768,74626.01513830462,5856.5615292867915,101204155.67826086,80818.35135913282,0.0026888945868479837,0.018846351105468076,14096.763069021426,0.021540823930798366,9597.876104404113,4021854.626887533,377.424691285703,0.0,0.0,42.291427918511566,0.01640662581949421,490558.1120028768,3004917.9581830674,2294740472.0511312,1228856.2738801164
84,Construction machinery,333120,US,866485.8969873046,12363499.440733997,116237318.84133726,2529431.410003439,0.0,175886.12613673776,76272.97851522606,920549131.3801277,421233.95801357506,0.036552128193776776,0.09031013130138969,141573.9003882127,0.12694830032111348,73707.61242273236,33149998.687123876,3744.501146767288,0.0,0.0,169.16963622062184,0.19371966057043866,0.0,28376404.25405326,12312098123.609993,10721611.471978363
85,Mining and oil/gas field machinery,333130,US,132639.1047867946,8846331.044393724,83133979.47637282,1113798.4127313679,0.0,55810.47264830224,45606.20824410832,340214268.04578066,343880.5804943156,0.020349442953307345,0.060556451195327196,51003.246113515794,0.0809511382462944,76053.89019642987,29679744.14477588,81807.95953294115,0.0,0.0,123.7415795508288,0.00800394265929565,0.0,8365692.993512268,9610701681.993727,7254056.511129411
86,"Machinery for the paper, textile, food or other industries (except semiconductor machinery)",33329A,US,364538.88572516956,7513509.944588467,70627182.59743252,10091164.887342423,576421.1589019438,320720.474982768,146280.71103497443,369930243.52106625,260326.99353761697,0.020137253696862777,0.12498724846269298,186934.71278218986,0.14515571190820686,74925.90984193212,34140753.33979777,4774.847265609987,0.0,0.0,1014.9522525348784,22.47766222136775,576421.1589019438,9657271.567004766,8771686841.692616,13700390.48192285
87,Plastics and rubber industry machinery,333220,US,6747.248674074851,1248381.8659321077,11739593.59453219,66617.51646349682,27286.900355281177,3925.041026147342,854.1176739155095,59629735.698726185,33992.69521942062,0.001245049331277041,0.019903967919835897,1479.9144266800242,0.021151123385762444,15344.259684880337,7117717.706847622,40.71774601684602,0.0,0.0,20.54299819769018,0.0643349683173296,27286.900355281177,662067.7886549573,1487139840.7230358,2674500.7656626706
88,Semiconductor machinery,333295,US,14790.414305403605,3892168.9309705985,36573147.039407104,1610706.2549155958,1936.401338944022,492711.42955157784,1818.1794116977626,84728358.83475535,101043.85213801687,0.0022071770918221764,0.038597420472269654,1768.5742966243354,0.040809226218976286,27062.95847198874,16238859.934545783,15.114950993716173,0.0,0.0,56.87941082405287,0.9491049526536294,1936.401338944022,1824256.8375959173,4293577626.200935,6830609.06285181
89,"Vending, commercial laundry, and other commercial and service industry machinery",33331A,US,1402595.7805794277,5247921.02551732,49680849.90072968,953094.5905231755,468994.78457102884,396366.1830039009,178077.59334300857,2841777361.5788174,234145.95622973572,0.16771178159738415,0.4511194724363254,125440.26421480441,0.619176416057619,33564.717419105364,25323926.223552544,942.0032441260962,0.0,0.0,580.7203305241976,2.1342658657626568,468994.78457102884,52923326.70590058,6550745297.802024,5702858.116675172
90,Office machinery,333313,US,224013.20508773733,826097.7673906978,7757335.801164194,130884.03579079926,9038.047600714171,60024.14115665234,28176.41994287391,271279706.34082115,28856.364539167313,0.02595634572979465,0.04338951720259115,18103.386884719213,0.06940126652481744,6041.221291003682,5420478.668052317,7.505443987472142,0.0,0.0,88.85760632359697,0.03993187099108037,9038.047600714171,8453960.187459974,1327446478.1550283,352455.31522490305
91,Optical instruments and lenses,333314,US,7303.718982927926,1503783.5865111023,13769003.471688056,753730.9206909594,0.0,24660.304559674336,1377.5238604239137,32929682.549538746,48081.77822363313,0.0014618668713579184,0.005448295288585761,1462.5996542927687,0.006912545997163382,11537.346030153602,7939883.439134076,418.00398186027064,0.0,0.0,336.4882529667747,0.07886820731919804,0.0,885259.1591920975,2266442653.371916,2254297.484523249
92,Photography and photocopying equipment,333315,US,166927.93671071547,725030.1804928079,6804773.911641972,577261.1429272586,3940484.6624721703,1064636.7259123626,44837.30847569618,98548201.0651206,79542.09931040955,0.0067219281384471126,0.054916812895425465,21550.864515693,0.06164546532999745,6083.87876255413,7010708.628490845,159.81397312424107,0.0,0.0,207.4446842923811,159.87362528424177,3940484.6624721703,4134118.2927376013,1309089493.4562464,1885553.2124401368
93,Air purification and ventilation equipment,33341A,US,16580.270781974825,1993017.6670953431,18736229.59570958,265785.6288390432,0.0,342780.5700760723,2133.4724966568497,120111648.65446118,102798.62470165038,0.17252433601871034,0.01167567713627695,24177.399179918855,0.18457009934982127,23516.908544810994,7769662.21205321,677.6226832824204,0.0,0.0,33.27884105544752,0.0,0.0,1947475.8252094672,2700379515.5031896,2636199.1091372636
94,Heating equipment other than warm air furnaces,333414,US,50153.657741253264,1813344.4235135766,16929094.61316846,454151.5774162473,247974.60888204232,26732.073811167178,6550.131817577744,131303353.79339941,85095.32156966896,0.00679732985103182,0.15626740391447835,13367.902445069056,0.16308112995086307,15895.808261669381,6264644.007978981,1238.934142599428,0.0,0.0,195.35940956742223,0.5828463029278772,247974.60888204232,2786114.4074588832,2181748913.232309,3018364.9545615828
95,"Air conditioning, refrigeration, and warm air heating equipment",333415,US,113122.41196702862,11025974.97098049,103414677.40710583,1244489.1743545409,159445.22987240384,55356.54180014986,323895.23384272814,9089432380.057747,393929.4170700442,0.059417676469610346,0.10525209830148842,39670.93304937164,0.1647341948826909,92174.22010879329,29822726.35246294,6645.597191764469,0.0,0.0,897.0926671332221,0.1739570097190058,159445.22987240384,11015978.654253528,11470075376.448559,9208657.37451109
96,Industrial molds,333511,US,44381.46259700209,2067074.94796566,19438877.231341768,975628.1801159205,1076215.7405103722,137800.8477085195,8062.450703326079,120566589.35580425,112771.61810212658,0.019713302151664593,0.7177955632744709,45217.8240622246,0.7375172340914398,37565.530523485315,13991110.534863856,999.9322534787938,0.0,0.0,35.61606306330349,5.141609458160886,1076215.7405103722,2683991.53360611,3224022121.5986085,7336725.538009512
97,Metal cutting and forming machine tools,33351A,US,85807.96272855409,2357701.5973885665,22175186.393531494,3782872.485529863,0.0,24135.59434471112,8261.285256353782,84100051.60684727,104066.06326655236,0.004919183213496906,0.02862861975775821,9759.516062495106,0.03355728111939347,35717.022641843105,13933093.087827694,2073.2189317612206,0.0,0.0,34.82208917808374,0.0,0.0,2472672.0958683034,3417594503.279086,4595530.372786992
98,"Special tools, dies, jigs, and fixtures",333514,US,48578.757384546705,3003197.1534257387,28189385.267370813,467935.42931775737,5143807.306896589,31657.30115319276,8382.339425807635,152114572.82682788,122763.30745305076,0.0065967973678417585,0.09997769700508176,14967.56349325044,0.10658096107316462,50258.71083819971,18112570.47518753,837.4750041811494,0.0,0.0,56.51574917301884,0.3298001915344814,5143807.306896589,2503661.914867094,4428927322.580008,6953111.857735296
99,"Cutting and machine tool accessory, rolling mill, and other metalworking machines",33351B,US,67089.2354199162,3044050.999126056,28628813.25280716,637829.6733037599,5490.662154929575,31161.873135827987,5436.068727852588,136754277.73969102,109182.50541902156,0.0037508268410504524,0.01795579799722786,8714.30369963125,0.02171834830120799,41135.253929439816,14901013.232330406,2186.7580167636606,0.0,0.0,44.00025778016862,0.16183056018166941,5490.662154929575,2916968.837629377,4058989954.4642735,5600305.491544546
100,Turbines and turbine generator sets,333611,US,373487.36367961153,4131189.4631230435,38825042.654880226,882556.7869925142,243256.84183101167,50387.67674257831,98470.57805259006,112817402.36776456,197462.59707674285,0.04052415659214482,0.04739837917723282,48015.50442601333,0.08797535858282267,30215.060353746707,11222692.806848748,2211.897718183281,0.0,0.0,290.22602371266504,2.9574910769980892e-05,243256.84183101167,15100587.271276064,4806971744.381986,7212898.238073053
101,"Speed changers, industrial high-speed drives, and gears",333612,US,23259.84672520249,1166380.056432938,10967329.421947045,84147.39427894694,0.0,4738.80106858437,2727.55367634076,76262115.28215338,36572.42312239968,0.001323806829797623,0.005157005963350565,3667.2283830949946,0.006484023668921437,10834.925925843536,4410400.428721107,696.8654881022042,0.0,0.0,15.274091564044518,0.0,0.0,1189046.0721441482,1641014765.4372637,1274818.449612744
102,Mechanical power transmission equipment,333613,US,44975.79181075151,1505061.0682902993,14154768.598723263,369008.06423198635,786807.8291754678,8131.369393466653,5210.312075021612,139927202.90290934,46842.05203510668,0.0024894268672409616,0.006162252498404908,49644.55954195235,0.008656897041333161,11751.971242161206,5265697.741767505,1908.4078360805577,0.0,0.0,20.138901330072965,0.0,786807.8291754678,2114456.1086879913,2019901142.1006935,2502560.0184969367
103,Other engine equipment,333618,US,1264525.9336907999,9614599.725970404,89757288.3965172,2532332.314301922,80366939.31227155,363665.22505646956,148892.53908014952,1006595818.3169444,377154.3198412581,0.09911958237868647,0.4742870292471337,155770.27356234027,0.5736094936106374,48408.566227706746,24608086.376838345,2013.121682220281,0.0,0.0,1138.852492817373,0.11693876540548437,80366939.31227155,47501453.22649435,7575671597.1521,17443326.957268905
104,Pumps and pumping equipment,33391A,US,46154.77138832859,5147740.64435262,48414221.87436161,392722.1707505908,28307.22645784692,13824.057123189637,11960.908406656301,146063102.69566,167394.47342298218,0.004843970568782864,0.033420080755395265,38127.69753614273,0.038275570001731644,32031.86151808994,12085621.350775333,3899.203088766935,0.0,0.0,73.6868413682101,0.05899821935424937,28307.22645784692,3637637.409712219,6827472034.664782,7093180.110186558
105,Air and gas compressors,333912,US,53693.54931746354,3790865.2600959614,35604102.192307666,387987.05459927564,14206.704322361284,575781.3234861195,15137.682238038473,150005857.6929889,118806.99645419871,0.004228803420838733,0.015388758898269461,15883.279154454725,0.019627982390237466,24972.722441650694,9920408.440451862,807.6073230445182,0.0,0.0,56.32356809669976,1.1622932450121846,14206.704322361284,3249815.4053377,4591040821.908787,4392868.362302635
106,Material handling equipment,333920,US,99825.96895164189,10583601.826263567,99516747.6847577,1515495.598140672,63848.99494189219,135985.46658673548,26342.824716826402,446908897.7448766,433962.98551377206,0.033411578707605145,0.12485738601147582,46995.60614971685,0.1583207635234657,69259.92671662883,25179075.32250871,5155.81644917835,0.0,0.0,284.2825055740397,4.03315085487696,63848.99494189219,10128679.95441448,12219770816.564178,11020831.240732854
107,Power tools,333991,US,9606.579274555956,1047322.5182744853,9849447.72336448,96772.55753446906,0.0,12350.67717461318,1725.1553423971886,27976682.513223514,44326.83222348356,0.0022340667045942925,0.0052515880498599605,3851.0784643142106,0.007490875589055821,8968.299024910995,4433669.53230043,108.71271562012,0.0,0.0,18.300574044603252,0.0,0.0,955469.296055104,1508445060.8656147,472516.88489566545
108,"Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery",33399A,US,262828.35746542976,6676487.310303498,62647352.241090424,7027075.485059077,97076.13548967429,581058.4872455832,92353.99143845675,346541047.40144974,302123.0627972929,0.05654760273402071,0.09294471866149982,110959.8057074232,0.14970004854494395,56872.887458597055,21182346.156635474,1660.3194754656583,0.0,0.0,909.9397809007612,0.6625299162116497,97076.13548967429,8990946.052258855,7749603859.771867,11469594.436456274
109,Packaging machinery,333993,US,8314.37818764966,1745039.6839568901,16413681.17200551,206421.36523330287,7972.136378489987,3319.5275570625236,1017.0565317469337,38548238.94769365,47858.741504278114,0.0011696263070393336,0.009739464346226686,1203.1021146385324,0.01091145923775694,17899.7024347228,6240849.081038993,612.8822966054109,0.0,0.0,24.209320467782433,0.018752069217328648,7972.136378489987,888619.4742739104,2219413611.8137245,1460264.744115837
110,Industrial process furnaces and ovens,333994,US,5697.201482502245,883794.7463705047,8305217.294610073,63749.10998711585,12457.489431056036,5075.403223295637,1092.6138386854418,37686835.232632294,30034.16983223693,0.0017078135394203904,0.011845102561087893,1969.6939352873192,0.013560211729594885,11027.088765694696,4053144.3144406565,29.646895105379365,0.0,0.0,30.498225312322354,0.029388231851969353,12457.489431056036,554610.2199238647,1251383946.7100394,1247629.2697984332
111,"Hydraulic pumps, motors, cylinders and actuators",33399B,US,25141.3801129721,3358390.1425578296,31582048.534945957,795512.6006812785,0.0,12596.69786785822,2882.8422521038888,123756868.36721179,127990.55956257612,0.002973839060360065,0.25130250769112383,4899.782085969404,0.25423007803306585,33159.623553135934,12813837.137718806,642.2998835049424,0.0,0.0,69.74890861671962,4.2843407422635806e-05,0.0,2346708.566433391,4026991085.164463,4206665.05771035
112,Computers,334111,US,130280.8128242543,6108708.073193966,34681447.63277444,1433613.9628494808,0.0,93299.03363746092,20887.325444639926,45626790.35191863,21538.81235879727,0.03944168800297106,0.004408075163216381,11949.379510164761,0.0439344125695931,81243.10926983744,44474799.246002436,408.1313407915944,0.0,0.0,264.51231705440136,0.09284926773695709,0.0,4123757.877177466,15855319729.157942,15596992.948972385
113,Computer storage device readers,334112,US,25523.57143203767,2250796.3240498686,12733544.92571035,304762.2814389659,0.0,8005.498789581208,2852.3368475819484,18740290.981582016,3040.490506574767,0.002826168287743098,0.0009477382239534778,3145.595087847426,0.0037800593320791356,30237.744093699865,7060521.552951471,26.62118928139989,0.0,0.0,89.14229840470637,0.0007949868433426036,0.0,976850.1037958105,5700990378.570155,3384641.9481541663
114,Computer terminals and other computer peripheral equipment,33411A,US,226183.16284586885,8247134.419304361,62843561.380654454,1178421.8727359935,3747266.160047734,255584.54691277654,46382.09581521773,284319406.6631195,19255.96488927572,0.024464715282766582,0.04646037469966798,25414.11670726829,0.07097582914522947,82789.79943881602,12666211.253591383,102.57776338419524,0.0,0.0,150.40336239169818,151.48810413028804,3747266.160047734,5882472.889687354,9526908217.359308,8028883.37905962
115,Telephones,334210,US,78813.87805423015,5407442.170481788,30546081.898777474,261311.04164135974,0.0,20364.319421962227,12917.23462555295,612331932.4417204,30200.51669120266,0.007316325562201647,0.014217440532088744,8864.201728648708,0.021549452713447954,41284.27735249823,19163080.29214664,65.38175391781003,0.0,0.0,861.413479845768,0.06684121095166382,0.0,3514974.6900769677,12715353991.37801,11569800.772959482
116,Wireless communications,334220,US,40154.17112843215,10646815.488918548,60159405.39096631,730425.5926645318,0.0,508651.6032752165,10524.332407958967,162738483.697739,82818.20307109342,0.009954100822977504,0.010734554124718378,13291.96800923799,0.020699139491827463,66936.13511737932,21585287.875541653,5170.771703975292,0.0,0.0,1680.3808851167485,0.8596407794100537,0.0,2719506.7409702097,26903876949.18429,15111332.600309601
117,Communications equipment,334290,US,11428.793711638964,1369551.9967649477,7824603.232187172,148536.64208795273,379162.3558685239,10756.908993680134,1263.5332160990383,42093850.7281585,21705.362181117678,0.002438512147599781,0.002837307572019546,4055.218376774571,0.005281003908053387,16981.78891148601,3714375.9384355764,47.25094532516009,0.0,0.0,217.88888653930138,0.8096165460038952,379162.3558685239,650539.2113612426,3524716170.929355,2382125.3193831
118,Audio and video equipment,334300,US,18377.744633116414,2208176.0608791625,12965615.707256567,561009.1553418027,91670.9318094859,39546.33459148065,2434.4505004386365,143801752.20026642,52791.949039840656,0.006605996775511968,0.006999149434524648,5453.550166516998,0.013614960687951283,48252.028929971406,7873360.415130795,24.662320791774736,0.0,0.0,344.98241486168695,0.6721924625722124,91670.9318094859,1811789.1442303665,4701401283.742115,5381432.316145052
119,"Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)",33441A,US,321898.58715425,7819689.224702575,44381680.46349201,54530742.01611503,2363.417928001875,8364700.864670278,1399347.4877388284,232554725.68113524,246002.80320373128,0.06214095585259622,0.3859364842889646,35307.067758208876,0.4482070761698257,102891.38547766172,23125553.79900084,2416.4878818144102,0.0,0.0,5049.45531927149,26.164494324573365,2363.417928001875,7544045.249860625,20357128407.319427,23046969.45199978
120,Semiconductors,334413,US,873833.8698433172,18195358.847168285,102724278.67424825,316961051.903108,2556061.4933122178,1191055869.1972215,108061.7090772813,5265916578.979212,208738.1127740668,0.03654394426933772,0.0806713644890229,120725.69226780349,0.11727416846863754,198489.71976592497,72959960.01322506,329.624448496131,0.0,0.0,3099.556293126748,2145.391461656798,2556061.4933122178,23131113.108964935,59337583000.1775,53433365.04747688
121,Printed circuit and electronic assembly,334418,US,50396.183701983195,6775848.33698455,38560426.04203686,5531297.259535947,16161.975634980065,11738299.806018647,30625.416892365018,192455585.62426904,51724.73800600491,0.003632301961395026,0.00957743070802931,7105.598341653015,0.013217378898131496,39565.66735566337,9682342.26093158,3679.2597283316168,0.0,0.0,1114.6693795042713,30.97872049820296,16161.975634980065,2333847.6940461565,11319738053.91429,12428559.263299668
122,Electromedical appartuses,334510,US,53003.66275935215,6505330.867767306,38501931.89227918,266517.42473344796,134981.6468150174,26756.609929621634,8242.460727357198,69289527.4383287,18860.046144164044,0.0038442990092574457,0.008740539660317443,4709.056495918338,0.012585784245957835,45455.35798727936,10924653.058276758,21.972636655238745,0.0,0.0,355.79803829735323,1.3700129528447482,134981.6468150174,1254886.708493688,17606951371.82614,9109115.2979361
123,Navigation instruments,334511,US,77237.17663602554,13565196.89382866,78154778.14302862,1948427.1745948815,0.0,859568.7145224662,12604.420025788726,220256671.69659495,47213.45622657657,0.005651436471196811,0.019390728883454233,10730.049547633527,0.02505933580736761,126252.72189727053,28325115.008113,692.4008027433381,0.0,0.0,600.6349450007843,1.433957941894837,0.0,3329671.8668034654,35940563908.13501,29771269.255420465
124,Automatic controls for HVAC and refrigeration equipment,334512,US,8174.5829276624645,918303.7484675874,5375099.651572561,93618.77840396813,0.0,35392.07604294697,1084.4339951452869,25403182.445249274,13158.117506022623,0.0008574555280135025,0.0014582013010091437,11345.32862658759,0.002317593718834351,12244.354727952174,3288461.4515442243,645.7918386923993,0.0,0.0,42.793000064331096,8.554722503262586e-05,0.0,407495.4039147821,2437943188.7770247,2599933.6313207564
125,Industrial process variable instruments,334513,US,20334.87605957777,3056152.7724366887,18412310.814448085,388241.2629109133,190597.9097361268,32428.896947987352,5164.130621713926,50981971.04358094,24657.08853652054,0.0034929635266437633,0.11340345417268995,4112.963537770686,0.11689944855318893,40343.224227480176,9793619.46124456,531.5374953674389,0.0,0.0,126.63094991447166,0.49467887380641984,190597.9097361268,1054319.3707348767,7316032319.394087,6451315.693657368
126,Fluid meters and counting devices,334514,US,67552.7927770736,1729851.0954425388,9989297.556419246,611573.0266517095,10056.739029496315,9705.918033499625,4773.8196081517235,26079898.66602393,14530.568111649884,0.0006926691823487611,0.007480749499932857,22329.127281867502,0.008174592455819849,8523.69954329261,1838807.2778060087,97.75301006973713,0.0,0.0,76.57003057791236,0.024222023882018565,10056.739029496315,654731.0124461184,3382294060.178717,669018.4317792977
127,Signal testing instruments,334515,US,10640.38986453868,3777966.3318685936,21331383.476589195,653855.6849392089,3254.7762402105373,677539.9241449249,3775.97639506951,46390548.66745333,20636.552069845293,0.0010244699408211728,0.003180148260046682,1949.8005753764076,0.00420692464982418,40142.240295929965,11673621.147842117,23.9401835864604,0.0,0.0,610.3490253704746,1.1825044187790845,3254.7762402105373,656837.5954209976,9286475017.493994,10409601.67182102
128,Analytical laboratory instruments,334516,US,10844.675611410761,3598205.1343695954,20520609.191118076,1267318.3174752893,0.0,16355.996175282127,1383.2161427235492,46539271.1853478,24679.071795526062,0.00154688219998113,0.006741458429551608,1070.0308577705052,0.008288371508115944,26078.51170787451,5794221.365092494,18.066213451132633,0.0,0.0,153.22797494582403,0.04046665609842596,0.0,547234.1539457693,8776136515.776985,5540347.6959442105
129,Irradiation apparatuses,334517,US,1038832.3120716823,1750219.5223498014,10412545.118557338,3168271.6343035507,39860302.18589753,2272060.054205639,322919.6506943102,160577175.4228388,83719.48197618606,0.03805988643807731,0.12901230292116983,160124.7502180776,0.16713938289799546,13736.50906965642,3705182.758309919,582.7635249356356,0.0,0.0,107.71774554201266,1609.794746282798,39860302.18589753,10488991.349055542,3498815982.019586,10173321.372612735
130,"Watches, clocks, and other measuring and controlling devices",33451A,US,17990.607023292643,2670474.364059747,15257469.309923258,466343.8983028036,34013.32006027077,5142.224721841984,2165.451467650417,31861986.028343864,8190.891980935661,0.0014563340321671705,0.002754581436870625,8363.194270400234,0.004213881060146492,23247.199144834925,5307659.501147341,553.8377456835238,0.0,0.0,131.50267530762795,0.26760956130332925,34013.32006027077,906904.5237832756,6777814328.212531,4276731.9669396095
131,"External hard drives, CDs, other storage media",334610,US,15123.476354146578,1960400.2317991592,11196377.002141653,1006182.6288132822,38541.944740365434,8019.548108042125,2063.4838623493733,132956474.00959718,24066.83036825396,0.0016694010632742693,0.004420415610271016,1362.5420556145693,0.0060943115388187785,36750.789745025366,6488533.899414035,26.62479978207074,0.0,0.0,536.0995416390057,1.596005447363715,38541.944740365434,900394.9664778044,5095228374.850996,2983186.4849280855
